,Prec,Qobs,Temp,Evap
2003-03-27,0.762,1.1172,-4.8,2.4
2003-03-28,0.0,1.052,-3.5,2.4
2003-03-29,0.381,1.0054,-2.6,2.4
2003-03-30,0.508,0.9396700000000001,-0.1,2.4
2003-03-31,4.699,0.94119,0.6,2.4
2003-04-01,9.271,0.97039,-0.1,1.8
2003-04-02,0.635,1.1102,-2.9,1.8
2003-04-03,1.143,1.2101,-5.6,1.8
2003-04-04,0.762,1.2166,-5.3,1.8
2003-04-05,0.0,1.1997,-7.0,1.8
2003-04-06,0.381,1.1145,-5.4,1.8
2003-04-07,0.381,1.0459,-4.2,1.8
2003-04-08,0.254,0.9724200000000001,-1.4,1.8
2003-04-09,0.889,0.9577,1.0,1.8
2003-04-10,0.508,0.94271,1.0,1.8
2003-04-11,0.762,1.0316,4.0,1.8
2003-04-12,4.699,1.1214,2.0,1.8
2003-04-13,2.4130000000000003,1.329,2.5,1.8
2003-04-14,3.937,1.5775,1.6,1.8
2003-04-15,0.254,1.8019,0.1,1.8
2003-04-16,1.016,1.8759,0.7,1.8
2003-04-17,2.7939999999999996,1.8657,-0.4,1.8
2003-04-18,0.254,1.7629,-0.1,1.8
2003-04-19,0.0,1.676,-0.2,1.8
2003-04-20,0.0,1.6031,1.4,1.8
2003-04-21,0.381,1.5337,2.4,1.8
2003-04-22,0.0,1.547,6.8,1.8
2003-04-23,0.254,1.6632,9.1,1.8
2003-04-24,6.604,1.8644,7.8,1.8
2003-04-25,1.524,2.1275,4.6,1.8
2003-04-26,0.0,2.3296,1.1,1.8
2003-04-27,0.0,2.5013,0.9,1.8
2003-04-28,0.254,2.4677,-2.9,1.8
2003-04-29,1.27,2.2539,-1.7,1.8
2003-04-30,5.08,2.0494,-0.4,1.8
2003-05-01,0.0,1.8937,-0.4,1.4
2003-05-02,0.254,1.8108,3.8,1.4
2003-05-03,0.762,1.7804,2.5,1.4
2003-05-04,0.889,1.7628,-0.2,1.4
2003-05-05,1.016,1.7982,0.6,1.4
2003-05-06,0.0,1.8198,-0.2,1.4
2003-05-07,0.381,1.8019999999999998,-0.6,1.4
2003-05-08,1.143,1.7305,-0.4,1.4
2003-05-09,1.524,1.6293,1.0,1.4
2003-05-10,0.381,1.5334,1.4,1.4
2003-05-11,2.9210000000000003,1.4847,1.2,1.4
2003-05-12,1.651,1.4465,3.8,1.4
2003-05-13,0.381,1.4311,4.7,1.4
2003-05-14,0.0,1.4425,4.7,1.4
2003-05-15,0.0,1.5375,4.8,1.4
2003-05-16,1.651,1.6577,-0.8,1.4
2003-05-17,0.889,1.8283,-1.0,1.4
2003-05-18,2.794,1.9358,-0.2,1.4
2003-05-19,0.381,1.8894,-0.8,1.4
2003-05-20,0.381,1.7602,-0.1,1.4
2003-05-21,0.0,1.5612,2.6,1.4
2003-05-22,0.381,1.4240000000000002,5.2,1.4
2003-05-23,0.0,1.4358,9.0,1.4
2003-05-24,1.524,1.5851,12.4,1.4
2003-05-25,1.016,2.0704,15.4,1.4
2003-05-26,0.0,2.9016,10.3,1.4
2003-05-27,0.0,3.803,8.2,1.4
2003-05-28,0.381,4.2987,11.5,1.4
2003-05-29,0.0,4.7381,12.2,1.4
2003-05-30,27.432,4.7919,11.7,1.4
2003-05-31,0.381,4.9468,11.0,1.4
2003-06-01,0.0,4.8448,9.1,1.3
2003-06-02,0.0,4.5945,8.4,1.3
2003-06-03,0.0,4.223,4.4,1.3
2003-06-04,0.0,3.7999,8.0,1.3
2003-06-05,0.762,3.3992,11.0,1.3
2003-06-06,0.381,3.1406,9.4,1.3
2003-06-07,0.0,2.9079,11.0,1.3
2003-06-08,1.524,2.7763,13.3,1.3
2003-06-09,0.381,2.7217,10.4,1.3
2003-06-10,4.699,2.741,10.6,1.3
2003-06-11,0.0,2.6955,8.8,1.3
2003-06-12,0.0,2.6833,9.7,1.3
2003-06-13,0.0,2.5359,9.5,1.3
2003-06-14,0.0,2.3528,9.9,1.3
2003-06-15,0.0,2.2268,8.8,1.3
2003-06-16,0.0,2.0782,10.7,1.3
2003-06-17,0.0,1.9545,14.8,1.3
2003-06-18,0.381,1.8827,18.8,1.3
2003-06-19,0.762,1.8499,15.5,1.3
2003-06-20,2.4130000000000003,1.8444,10.0,1.3
2003-06-21,0.762,1.8732,5.4,1.3
2003-06-22,0.381,1.8314,4.3,1.3
2003-06-23,0.0,1.7249,6.8,1.3
2003-06-24,0.0,1.5459,8.2,1.3
2003-06-25,0.0,1.3917,9.5,1.3
2003-06-26,0.381,1.2873,13.1,1.3
2003-06-27,0.0,1.1933,14.3,1.3
2003-06-28,0.0,1.1365,14.2,1.3
2003-06-29,0.0,1.1013,15.5,1.3
2003-06-30,0.0,1.0817,16.2,1.3
2003-07-01,0.0,1.0438,11.7,1.0
2003-07-02,0.0,0.9785799999999999,10.5,1.0
2003-07-03,0.0,0.9321299999999999,9.6,1.0
2003-07-04,0.0,0.8788100000000001,11.6,1.0
2003-07-05,0.0,0.8155399999999999,11.5,1.0
2003-07-06,0.0,0.7717,9.6,1.0
2003-07-07,0.381,0.72588,12.8,1.0
2003-07-08,0.0,0.68758,13.7,1.0
2003-07-09,0.0,0.65355,12.3,1.0
2003-07-10,0.0,0.63364,14.8,1.0
2003-07-11,0.0,0.60569,17.6,1.0
2003-07-12,0.0,0.6149399999999999,18.2,1.0
2003-07-13,0.0,0.5937100000000001,15.9,1.0
2003-07-14,0.0,0.54472,11.9,1.0
2003-07-15,0.0,0.5111100000000001,13.4,1.0
2003-07-16,0.381,0.48675,17.0,1.0
2003-07-17,0.0,0.47176999999999997,17.0,1.0
2003-07-18,0.381,0.45557,14.9,1.0
2003-07-19,0.0,0.43613,17.2,1.0
2003-07-20,0.0,0.4200100000000001,19.0,1.0
2003-07-21,0.0,0.40431,18.2,1.0
2003-07-22,0.0,0.39111999999999997,18.5,1.0
2003-07-23,0.0,0.37598000000000004,19.7,1.0
2003-07-24,0.0,0.36567,18.2,1.0
2003-07-25,0.0,0.35474,17.1,1.0
2003-07-26,0.0,0.34736,16.2,1.0
2003-07-27,0.0,0.33237,17.5,1.0
2003-07-28,0.0,0.32109,18.2,1.0
2003-07-29,0.0,0.31942,19.8,1.0
2003-07-30,0.381,0.30587,20.2,1.0
2003-07-31,0.0,0.3022,21.0,1.0
2003-08-01,0.0,0.26855,19.7,0.8
2003-08-02,6.604,0.24836999999999998,19.1,0.8
2003-08-03,0.254,0.2394300000000001,15.7,0.8
2003-08-04,0.0,0.24104,14.3,0.8
2003-08-05,1.778,0.24006,14.2,0.8
2003-08-06,1.778,0.23331,16.5,0.8
2003-08-07,0.0,0.23326999999999998,16.2,0.8
2003-08-08,0.381,0.22425,15.7,0.8
2003-08-09,0.0,0.22246,18.5,0.8
2003-08-10,0.0,0.22468000000000002,19.7,0.8
2003-08-11,0.0,0.22218000000000002,17.7,0.8
2003-08-12,0.0,0.21594000000000002,15.3,0.8
2003-08-13,0.0,0.20579,14.2,0.8
2003-08-14,0.381,0.20192000000000002,14.2,0.8
2003-08-15,0.254,0.19669,19.3,0.8
2003-08-16,0.0,0.18896,18.1,0.8
2003-08-17,0.0,0.1826,14.6,0.8
2003-08-18,0.381,0.17714000000000002,15.7,0.8
2003-08-19,0.381,0.17093,16.9,0.8
2003-08-20,0.0,0.17218,15.3,0.8
2003-08-21,0.762,0.17917,14.0,0.8
2003-08-22,0.508,0.18717,14.3,0.8
2003-08-23,0.0,0.1883,10.9,0.8
2003-08-24,0.0,0.18307,9.4,0.8
2003-08-25,0.0,0.17835,11.9,0.8
2003-08-26,0.381,0.17831,15.4,0.8
2003-08-27,0.0,0.17729,14.9,0.8
2003-08-28,0.0,0.17487,9.9,0.8
2003-08-29,0.0,0.17260999999999999,11.2,0.8
2003-08-30,0.0,0.16671,12.1,0.8
2003-08-31,0.0,0.16773,12.8,0.8
2003-09-01,0.0,0.17597000000000002,14.0,0.6
2003-09-02,0.0,0.16913,14.8,0.6
2003-09-03,0.0,0.16999,15.1,0.6
2003-09-04,0.0,0.16760999999999998,17.4,0.6
2003-09-05,0.0,0.1648,16.3,0.6
2003-09-06,0.0,0.16246,15.6,0.6
2003-09-07,5.8420000000000005,0.15688,14.8,0.6
2003-09-08,9.271,0.16102,10.3,0.6
2003-09-09,0.381,0.16781,6.2,0.6
2003-09-10,0.381,0.17054,5.4,0.6
2003-09-11,3.048,0.17257,8.0,0.6
2003-09-12,2.286,0.17479,6.4,0.6
2003-09-13,0.0,0.17889000000000002,4.2,0.6
2003-09-14,0.0,0.19392,7.0,0.6
2003-09-15,0.762,0.20317000000000002,7.0,0.6
2003-09-16,1.905,0.19802,2.7,0.6
2003-09-17,0.381,0.19607,-0.5,0.6
2003-09-18,0.381,0.1949,3.4,0.6
2003-09-19,2.286,0.19517,6.5,0.6
2003-09-20,0.0,0.19263,5.5,0.6
2003-09-21,0.381,0.19314,7.2,0.6
2003-09-22,0.0,0.19209,7.8,0.6
2003-09-23,0.0,0.18775,9.0,0.6
2003-09-24,0.0,0.18194000000000002,6.5,0.6
2003-09-25,0.0,0.17670999999999998,10.0,0.6
2003-09-26,0.0,0.17085,11.8,0.6
2003-09-27,0.0,0.17073,9.6,0.6
2003-09-28,0.0,0.16582,9.3,0.6
2003-09-29,0.0,0.16371,7.6,0.6
2003-09-30,0.0,0.16039,6.3,0.6
2003-10-01,0.0,0.15485,9.8,0.4
2003-10-02,0.0,0.16176,10.7,0.4
2003-10-03,0.0,0.1698,10.5,0.4
2003-10-04,0.0,0.17740999999999998,9.8,0.4
2003-10-05,0.0,0.17503,9.6,0.4
2003-10-06,0.254,0.17538,10.7,0.4
2003-10-07,0.381,0.17482999999999999,8.9,0.4
2003-10-08,1.143,0.17167000000000002,5.7,0.4
2003-10-09,0.762,0.1714,3.8,0.4
2003-10-10,0.0,0.17010999999999998,-0.3,0.4
2003-10-11,0.381,0.17339000000000002,0.5,0.4
2003-10-12,2.9210000000000003,0.18264,2.1,0.4
2003-10-13,0.762,0.21984,3.0,0.4
2003-10-14,3.937,0.2268300000000001,1.7,0.4
2003-10-15,6.985,0.24908000000000002,-1.1,0.4
2003-10-16,0.762,0.26613000000000003,0.2,0.4
2003-10-17,0.0,0.27281,6.6,0.4
2003-10-18,0.0,0.25938,8.3,0.4
2003-10-19,0.254,0.25161,6.2,0.4
2003-10-20,2.032,0.25431,6.5,0.4
2003-10-21,0.0,0.24896,11.0,0.4
2003-10-22,0.254,0.25064000000000003,11.3,0.4
2003-10-23,0.0,0.25899,6.4,0.4
2003-10-24,0.0,0.26898,-0.6,0.4
2003-10-25,0.0,0.28069,-1.2,0.4
2003-10-26,0.762,0.27339,1.3,0.4
2003-10-27,0.0,0.26688,1.3,0.4
2003-10-28,5.08,0.27152,2.7,0.4
2003-10-29,1.905,0.28858,-1.9,0.4
2003-10-30,0.381,0.31337,-10.1,0.4
2003-10-31,2.6670000000000003,0.35185,-17.3,0.4
2003-11-01,2.286,0.48777,-17.1,0.2
2003-11-02,0.381,0.47235,-11.9,0.2
2003-11-03,1.27,0.44175,-10.8,0.2
2003-11-04,0.381,0.41618,-15.5,0.2
2003-11-05,0.381,0.39271999999999996,-24.1,0.2
2003-11-06,0.0,0.38445,-12.6,0.2
2003-11-07,0.381,0.35915,-16.5,0.2
2003-11-08,0.381,0.3314,-18.4,0.2
2003-11-09,0.635,0.32949,-14.8,0.2
2003-11-10,3.048,0.32387,-2.8,0.2
2003-11-11,2.54,0.33581,-2.3,0.2
2003-11-12,0.0,0.35622,-6.3,0.2
2003-11-13,0.254,0.35369,-6.2,0.2
2003-11-14,0.0,0.34518000000000004,-6.1,0.2
2003-11-15,1.651,0.33560999999999996,-4.8,0.2
2003-11-16,8.636000000000001,0.32625,-1.5,0.2
2003-11-17,5.461,0.29674,-1.7,0.2
2003-11-18,4.572,0.3088,-1.2,0.2
2003-11-19,4.952999999999999,0.32679,0.4,0.2
2003-11-20,14.478,0.32398000000000005,-9.1,0.2
2003-11-21,0.0,0.32059,-15.9,0.2
2003-11-22,0.381,0.2782,-28.8,0.2
2003-11-23,3.937,0.24408000000000002,-15.5,0.2
2003-11-24,2.286,0.26356,-6.4,0.2
2003-11-25,2.9210000000000003,0.28464,-7.9,0.2
2003-11-26,1.524,0.29166,-6.5,0.2
2003-11-27,0.381,0.29685,-6.8,0.2
2003-11-28,7.747000000000001,0.3565,-5.3,0.2
2003-11-29,2.6670000000000003,0.3159,-1.3,0.2
2003-11-30,3.048,0.28963,-9.0,0.2
2003-12-01,2.4130000000000003,0.34514,-16.6,0.3
2003-12-02,0.889,0.33218000000000003,-3.7,0.3
2003-12-03,0.0,0.33261,-1.6,0.3
2003-12-04,5.8420000000000005,0.33061999999999997,-14.8,0.3
2003-12-05,17.272000000000002,0.33015,-4.7,0.3
2003-12-06,0.762,0.35829,-0.3,0.3
2003-12-07,0.0,0.35572,-5.4,0.3
2003-12-08,0.0,0.36727,-11.4,0.3
2003-12-09,1.27,0.37883,-7.7,0.3
2003-12-10,0.0,0.34284000000000003,-12.4,0.3
2003-12-11,1.778,0.35041,-22.3,0.3
2003-12-12,9.525,0.34834,-6.3,0.3
2003-12-13,8.001,0.34639000000000003,-5.6,0.3
2003-12-14,0.762,0.33299999999999996,-3.3,0.3
2003-12-15,0.762,0.33682,-5.3,0.3
2003-12-16,1.143,0.35099,-5.5,0.3
2003-12-17,0.381,0.3638,-3.3,0.3
2003-12-18,0.0,0.33749,-8.1,0.3
2003-12-19,3.556,0.3193,-13.6,0.3
2003-12-20,0.762,0.31567,-7.4,0.3
2003-12-21,0.0,0.30837,-2.5,0.3
2003-12-22,0.0,0.30755,-3.9,0.3
2003-12-23,3.683,0.31813,-8.3,0.3
2003-12-24,0.381,0.33284,-6.6,0.3
2003-12-25,0.0,0.31789,-1.6,0.3
2003-12-26,0.762,0.31153000000000003,-5.1,0.3
2003-12-27,0.762,0.31337,-14.5,0.3
2003-12-28,0.762,0.31992,-11.6,0.3
2003-12-29,0.0,0.31024,-14.9,0.3
2003-12-30,1.651,0.30646,-24.9,0.3
2003-12-31,1.651,0.30404000000000003,-13.3,0.3
2004-01-01,7.4929999999999986,0.29166,-11.1,0.6
2004-01-02,1.778,0.28076999999999996,-17.6,0.6
2004-01-03,0.762,0.27984000000000003,-23.8,0.6
2004-01-04,0.381,0.27666999999999997,-27.1,0.6
2004-01-05,1.016,0.28514,-36.5,0.6
2004-01-06,3.81,0.27531,-35.1,0.6
2004-01-07,4.445,0.27246,-15.4,0.6
2004-01-08,0.381,0.26492,-8.0,0.6
2004-01-09,1.651,0.26961,-3.8,0.6
2004-01-10,0.762,0.273,-2.3,0.6
2004-01-11,0.0,0.29869,-2.3,0.6
2004-01-12,0.635,0.3248,-2.6,0.6
2004-01-13,0.0,0.3394,-3.7,0.6
2004-01-14,2.032,0.35014,-1.3,0.6
2004-01-15,1.016,0.34693,-2.9,0.6
2004-01-16,0.0,0.3353,-2.1,0.6
2004-01-17,0.762,0.33319,-4.5,0.6
2004-01-18,3.048,0.33308000000000004,-5.5,0.6
2004-01-19,0.0,0.3275,-4.3,0.6
2004-01-20,0.0,0.31879,-8.0,0.6
2004-01-21,0.254,0.31711,-6.3,0.6
2004-01-22,2.032,0.3257,-7.6,0.6
2004-01-23,7.874,0.33089,-5.2,0.6
2004-01-24,2.54,0.32765,-5.4,0.6
2004-01-25,1.143,0.3079,-17.0,0.6
2004-01-26,1.524,0.30411,-16.7,0.6
2004-01-27,3.429,0.32995,-19.1,0.6
2004-01-28,3.81,0.32699,-15.6,0.6
2004-01-29,4.064,0.32753000000000004,-1.7,0.6
2004-01-30,1.524,0.38554,-0.6,0.6
2004-01-31,4.064,0.3565,-6.1,0.6
2004-02-01,0.254,0.38866,-12.2,1.9
2004-02-02,0.0,0.36196,-17.5,1.9
2004-02-03,1.016,0.33826999999999996,-11.7,1.9
2004-02-04,5.207000000000002,0.32765,-5.4,1.9
2004-02-05,0.0,0.30927,-10.2,1.9
2004-02-06,5.207000000000002,0.31390999999999997,-7.4,1.9
2004-02-07,0.0,0.30535999999999996,-5.7,1.9
2004-02-08,0.0,0.3118,-5.7,1.9
2004-02-09,0.0,0.31348000000000004,-8.0,1.9
2004-02-10,0.0,0.30755,-4.5,1.9
2004-02-11,1.524,0.29834,-9.8,1.9
2004-02-12,0.381,0.29884,-8.9,1.9
2004-02-13,2.667,0.29506,-12.1,1.9
2004-02-14,0.635,0.30634,-10.9,1.9
2004-02-15,0.381,0.28464,-3.8,1.9
2004-02-16,5.715,0.30626,-3.9,1.9
2004-02-17,13.589,0.29264,-2.1,1.9
2004-02-18,2.54,0.32035,-2.5,1.9
2004-02-19,0.0,0.32769000000000004,-1.3,1.9
2004-02-20,0.0,0.35189000000000004,-3.1,1.9
2004-02-21,0.0,0.35056,-3.8,1.9
2004-02-22,0.0,0.35126999999999997,-4.8,1.9
2004-02-23,0.889,0.34643,-3.3,1.9
2004-02-24,0.0,0.33308000000000004,-3.6,1.9
2004-02-25,0.508,0.35099,-1.0,1.9
2004-02-26,0.889,0.35068,-0.6,1.9
2004-02-27,0.508,0.36493000000000003,-0.6,1.9
2004-02-28,0.254,0.38105,-1.9,1.9
2004-02-29,0.508,0.36095,-7.7,1.9
2004-03-01,0.0,0.3549,-9.6,2.4
2004-03-02,2.4130000000000003,0.3547,-9.4,2.4
2004-03-03,2.032,0.34561,-8.6,2.4
2004-03-04,3.048,0.34721,-5.8,2.4
2004-03-05,2.6670000000000003,0.3364,-7.4,2.4
2004-03-06,1.524,0.35786,-5.6,2.4
2004-03-07,0.762,0.35943,-3.3,2.4
2004-03-08,0.762,0.34600000000000003,0.4,2.4
2004-03-09,0.0,0.34376999999999996,2.4,2.4
2004-03-10,0.0,0.36712,-1.4,2.4
2004-03-11,0.381,0.40966,-0.9,2.4
2004-03-12,1.143,0.45493999999999996,-0.4,2.4
2004-03-13,0.0,0.49398000000000003,-2.2,2.4
2004-03-14,0.381,0.51072,-4.5,2.4
2004-03-15,0.381,0.51802,-2.4,2.4
2004-03-16,1.143,0.51544,-0.9,2.4
2004-03-17,0.762,0.53375,0.2,2.4
2004-03-18,3.429,0.54874,1.6,2.4
2004-03-19,0.762,0.6025699999999999,-2.6,2.4
2004-03-20,0.762,0.6501899999999999,-4.6,2.4
2004-03-21,0.381,0.68321,-1.4,2.4
2004-03-22,0.0,0.70523,1.1,2.4
2004-03-23,1.524,0.73072,0.4,2.4
2004-03-24,0.381,0.7678,1.1,2.4
2004-03-25,4.8260000000000005,0.8271299999999999,-1.0,2.4
2004-03-26,2.032,0.9437700000000001,-0.1,2.4
2004-03-27,3.048,1.0307,-2.0,2.4
2004-03-28,0.381,1.044,-2.2,2.4
2004-03-29,0.381,1.0202,0.5,2.4
2004-03-30,2.286,0.98135,3.5,2.4
2004-03-31,0.0,1.0576,3.5,2.4
2004-04-01,2.286,0.9944700000000001,-0.2,1.8
2004-04-02,0.381,1.0093,-0.2,1.8
2004-04-03,0.508,1.081,-0.6,1.8
2004-04-04,0.0,1.0941,3.6,1.8
2004-04-05,0.0,1.1224,3.7,1.8
2004-04-06,0.0,1.2081,2.5,1.8
2004-04-07,0.0,1.368,3.5,1.8
2004-04-08,2.286,1.5435,4.1,1.8
2004-04-09,0.0,1.7081,3.2,1.8
2004-04-10,0.381,1.7884,3.5,1.8
2004-04-11,0.0,1.7454,4.6,1.8
2004-04-12,0.0,1.7095,6.1,1.8
2004-04-13,0.635,1.6885,6.6,1.8
2004-04-14,1.524,1.8576,4.2,1.8
2004-04-15,1.524,2.0415,1.1,1.8
2004-04-16,5.587999999999999,2.1719999999999997,1.0,1.8
2004-04-17,0.381,2.1288,-0.4,1.8
2004-04-18,0.508,1.9405,0.6,1.8
2004-04-19,2.032,1.8207,0.9,1.8
2004-04-20,3.683,1.6673,0.6,1.8
2004-04-21,0.254,1.5685,1.4,1.8
2004-04-22,0.0,1.4785,3.2,1.8
2004-04-23,0.889,1.4055,4.7,1.8
2004-04-24,0.0,1.3774,2.2,1.8
2004-04-25,0.0,1.3538,2.0,1.8
2004-04-26,0.381,1.3951,5.6,1.8
2004-04-27,1.524,1.4306,8.5,1.8
2004-04-28,3.81,1.6369999999999998,2.2,1.8
2004-04-29,0.762,1.7942,3.5,1.8
2004-04-30,0.0,1.9879,6.4,1.8
2004-05-01,0.0,1.9254,7.3,1.4
2004-05-02,0.762,1.8698,10.6,1.4
2004-05-03,0.0,1.9528,8.4,1.4
2004-05-04,0.0,2.1765,8.2,1.4
2004-05-05,0.0,2.4884,5.1,1.4
2004-05-06,0.0,2.7110000000000003,3.7,1.4
2004-05-07,1.524,2.7206,5.9,1.4
2004-05-08,0.254,2.6828,6.1,1.4
2004-05-09,0.381,2.6258,3.7,1.4
2004-05-10,2.667,2.5586,4.5,1.4
2004-05-11,4.699,2.4439,1.9,1.4
2004-05-12,1.524,2.28,-0.7,1.4
2004-05-13,9.525,2.0923,1.1,1.4
2004-05-14,0.381,1.8945,1.0,1.4
2004-05-15,0.508,1.6951,4.1,1.4
2004-05-16,1.016,1.5792,6.1,1.4
2004-05-17,2.4130000000000003,1.5128,7.5,1.4
2004-05-18,0.0,1.4213,9.4,1.4
2004-05-19,3.937,1.4805,9.1,1.4
2004-05-20,12.446000000000002,1.5907,7.3,1.4
2004-05-21,57.023,1.7115,5.1,1.4
2004-05-22,8.763,1.9271,3.0,1.4
2004-05-23,3.81,2.096,2.0,1.4
2004-05-24,0.0,2.127,2.1,1.4
2004-05-25,2.794,2.0694,5.3,1.4
2004-05-26,0.762,2.0428,7.5,1.4
2004-05-27,0.762,2.0307,7.8,1.4
2004-05-28,1.524,2.2112,6.8,1.4
2004-05-29,1.524,2.4211,5.1,1.4
2004-05-30,0.635,2.5188,4.2,1.4
2004-05-31,0.381,2.5113,4.8,1.4
2004-06-01,0.0,2.417,5.7,1.3
2004-06-02,0.0,2.2727,6.7,1.3
2004-06-03,0.0,2.1275,11.0,1.3
2004-06-04,3.81,2.0608,14.0,1.3
2004-06-05,0.254,2.1468,13.7,1.3
2004-06-06,0.762,2.3792,6.4,1.3
2004-06-07,8.509,2.5866,6.6,1.3
2004-06-08,0.0,2.5832,7.8,1.3
2004-06-09,5.207000000000002,2.4187,8.5,1.3
2004-06-10,15.748,2.2304,9.6,1.3
2004-06-11,1.3969999999999998,2.066,7.9,1.3
2004-06-12,0.0,2.0119,6.4,1.3
2004-06-13,0.0,1.9880000000000002,6.2,1.3
2004-06-14,0.0,1.9338,5.7,1.3
2004-06-15,0.762,1.8352,5.5,1.3
2004-06-16,0.0,1.7445,7.7,1.3
2004-06-17,0.0,1.6506,8.6,1.3
2004-06-18,0.381,1.5452,7.9,1.3
2004-06-19,0.0,1.5077,9.9,1.3
2004-06-20,1.143,1.4735,9.4,1.3
2004-06-21,0.0,1.4041,11.5,1.3
2004-06-22,0.0,1.3529,15.3,1.3
2004-06-23,0.0,1.3514,16.4,1.3
2004-06-24,0.254,1.3646,13.5,1.3
2004-06-25,1.905,1.3881,13.1,1.3
2004-06-26,0.381,1.4527,10.8,1.3
2004-06-27,0.0,1.4572,10.9,1.3
2004-06-28,0.381,1.45,13.9,1.3
2004-06-29,0.508,1.3837,15.8,1.3
2004-06-30,0.0,1.3263,16.2,1.3
2004-07-01,0.0,1.28,13.7,1.0
2004-07-02,0.0,1.2312,14.4,1.0
2004-07-03,0.0,1.2069,13.5,1.0
2004-07-04,2.286,1.143,10.5,1.0
2004-07-05,0.0,1.1057,9.3,1.0
2004-07-06,1.143,1.0741,13.3,1.0
2004-07-07,1.905,1.0586,10.0,1.0
2004-07-08,0.0,1.0328,6.3,1.0
2004-07-09,0.381,0.9818600000000001,9.3,1.0
2004-07-10,0.0,0.94037,10.4,1.0
2004-07-11,0.0,0.8923200000000001,10.2,1.0
2004-07-12,0.381,0.8438399999999999,10.9,1.0
2004-07-13,0.0,0.79985,15.3,1.0
2004-07-14,0.0,0.74473,17.2,1.0
2004-07-15,0.381,0.68879,18.5,1.0
2004-07-16,0.0,0.63899,19.6,1.0
2004-07-17,0.889,0.62556,18.6,1.0
2004-07-18,2.032,0.59937,19.6,1.0
2004-07-19,0.381,0.58008,18.3,1.0
2004-07-20,0.0,0.5716899999999999,14.7,1.0
2004-07-21,0.0,0.5645899999999999,12.5,1.0
2004-07-22,0.0,0.55842,13.9,1.0
2004-07-23,0.0,0.5401100000000001,15.4,1.0
2004-07-24,0.0,0.5172,15.8,1.0
2004-07-25,0.0,0.48913999999999996,16.8,1.0
2004-07-26,0.0,0.45821999999999996,16.8,1.0
2004-07-27,0.0,0.45813999999999994,15.9,1.0
2004-07-28,0.0,0.42727,14.3,1.0
2004-07-29,0.0,0.3978,16.8,1.0
2004-07-30,0.0,0.39709,16.6,1.0
2004-07-31,0.0,0.39674,16.5,1.0
2004-08-01,0.0,0.37418,17.0,0.8
2004-08-02,0.0,0.36985,17.1,0.8
2004-08-03,0.0,0.3727,15.1,0.8
2004-08-04,0.0,0.37071,12.4,0.8
2004-08-05,10.668,0.35256,14.4,0.8
2004-08-06,25.908,0.34369,11.9,0.8
2004-08-07,1.143,0.33874,9.4,0.8
2004-08-08,0.0,0.34986,10.6,0.8
2004-08-09,0.0,0.34229,11.9,0.8
2004-08-10,0.0,0.34717,13.0,0.8
2004-08-11,0.0,0.33597,15.2,0.8
2004-08-12,0.0,0.32625,16.9,0.8
2004-08-13,0.0,0.31243000000000004,17.6,0.8
2004-08-14,0.0,0.29978,19.0,0.8
2004-08-15,0.381,0.29272,19.7,0.8
2004-08-16,0.0,0.27925,18.9,0.8
2004-08-17,3.81,0.27471999999999996,18.3,0.8
2004-08-18,0.381,0.2773,14.5,0.8
2004-08-19,0.381,0.28784,12.4,0.8
2004-08-20,0.381,0.30724,14.2,0.8
2004-08-21,0.254,0.30906999999999996,15.5,0.8
2004-08-22,2.032,0.31465,12.1,0.8
2004-08-23,2.286,0.31212,9.5,0.8
2004-08-24,13.462,0.32781,8.4,0.8
2004-08-25,0.635,0.40123000000000003,8.8,0.8
2004-08-26,8.509,0.50295,8.3,0.8
2004-08-27,0.0,0.6402,9.0,0.8
2004-08-28,0.381,0.7651100000000001,9.0,0.8
2004-08-29,0.381,0.79551,10.1,0.8
2004-08-30,0.0,0.76995,12.0,0.8
2004-08-31,0.0,0.74219,13.0,0.8
2004-09-01,0.254,0.63774,12.7,0.6
2004-09-02,0.0,0.6066699999999999,5.0,0.6
2004-09-03,0.381,0.58032,4.4,0.6
2004-09-04,0.0,0.5211,7.8,0.6
2004-09-05,0.0,0.4864,7.9,0.6
2004-09-06,0.0,0.47489,6.7,0.6
2004-09-07,0.0,0.4606,5.6,0.6
2004-09-08,0.0,0.44978999999999997,6.5,0.6
2004-09-09,0.0,0.42703,7.4,0.6
2004-09-10,4.445,0.41134,8.1,0.6
2004-09-11,0.381,0.40576,8.0,0.6
2004-09-12,1.778,0.39315,7.4,0.6
2004-09-13,0.635,0.40221,6.1,0.6
2004-09-14,5.08,0.42067,5.9,0.6
2004-09-15,1.016,0.49178999999999995,4.5,0.6
2004-09-16,0.381,0.59012,5.2,0.6
2004-09-17,3.937,0.65718,5.8,0.6
2004-09-18,0.381,0.74539,5.9,0.6
2004-09-19,5.08,0.77596,2.9,0.6
2004-09-20,1.143,0.78013,4.1,0.6
2004-09-21,0.381,0.82288,2.4,0.6
2004-09-22,0.254,0.8339200000000001,5.2,0.6
2004-09-23,0.0,0.7943399999999999,7.4,0.6
2004-09-24,0.0,0.69192,7.3,0.6
2004-09-25,0.0,0.65722,9.5,0.6
2004-09-26,0.0,0.6272800000000001,9.3,0.6
2004-09-27,0.0,0.60237,9.3,0.6
2004-09-28,0.0,0.56147,9.2,0.6
2004-09-29,0.0,0.53133,9.6,0.6
2004-09-30,0.0,0.51084,7.6,0.6
